project_id,delay_code_id,work_type_id,category,code,code_num,active,sort_order
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-624b-7e3e-b722-1e5587aa9d15,,,,,true,101
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-624e-71dd-9dc9-19d3c659d109,,,,,true,102
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6250-731c-a2f0-b4c82da7eafa,,,,,true,103
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6252-7343-9352-a50eedefa8e2,,,,,true,104
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6255-7217-8d09-d00b37b25eaf,,,,,true,105
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6257-7146-a4bb-22f7eb0e5dd1,,,,,true,110
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-625a-7c42-b187-5b1a0845391a,,,,,true,120
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-625c-745b-8a19-dbc3b8b2d071,,,,,true,123
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-625e-7503-9018-71891c5eccb2,,,,,true,125
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6261-7514-859e-6b15fb9e6113,,,,,true,126
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6263-7e6d-b296-8d82b368dcc7,,,,,true,128
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6266-7901-bc9f-4be3ec7eba8f,,,,,true,129
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6268-7b5f-b49e-e854a6ca7414,,,,,true,130
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-626a-7581-99ef-34943767d6bd,,,,,true,131
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-626d-7d52-b3f0-6b62ed329b50,,,,,true,132
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-626f-791a-bd9e-11c055fba701,,,,,true,133
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6272-755f-afdd-d30ed11d9618,,,,,true,140
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6274-7ab0-aea8-4b4ebc67481b,,,,,true,141
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6277-7aa0-8cc0-e12b90d564a3,,,,,true,142
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6279-772b-821f-8f1314e9c3d6,,,,,true,143
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-627b-799a-aee9-18a28ed61236,,,,,true,150
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-627f-7c6c-95d7-a54c7c1e8126,,,,,true,151
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6282-7d66-9207-48d0272c7b09,,,,,true,152
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6284-7598-a0a6-2d045d5f24de,,,,,true,153
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6287-7d84-94f7-1155059abec0,,,,,true,154
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6289-76e2-ac3e-fb50a16beda0,,,,,true,155
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-628c-7bb1-9e4f-b9f659da5083,,,,,true,160
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-628e-73a0-8b72-acf4ee646df3,,,,,true,161
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6291-7279-9db0-57c38e0f0015,,,,,true,162
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6293-75c2-b026-8c044651956c,,,,,true,163
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6296-769f-b307-f8f40e6f9191,,,,,true,164
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-6299-7261-adb5-643b40486aa6,,,,,true,165
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-629b-7b33-a203-499832b73b3b,,,,,true,166
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-629e-73f3-8ac1-292abf4bf10d,,,,,true,167
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62a0-77f9-b56f-149877f4dc49,,,,,true,168
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62a3-786b-a5ce-852d9ee2bd7d,,,,,true,169
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62b3-7a0a-9236-b0e7ec07261e,,,,,true,170
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62b5-7cd5-937d-93511961f518,,,,,true,171
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62b8-73cc-8bc4-c9665685fb15,,,,,true,172
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62ba-773a-ba14-bd2ef8a2ec69,,,,,true,173
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62bc-71d9-a01c-1ac9a72fe1ab,,,,,true,174
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62a6-73bf-a867-b18a24f67dfd,,,,,true,190
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62a9-7969-9c3d-5ed8df9a4242,,,,,true,191
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62ab-76a0-bd10-e068d32acc15,,,,,true,192
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62ae-7909-8b63-5a77f6f3ee25,,,,,true,193
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62b0-7652-9640-9f91a7d4ed8c,,,,,true,194
01a01918-db41-7680-aee6-6d9fa986a28d,01a018fe-62bf-7485-bf75-217d892e0bf2,,,,,true,997
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-612b-76a4-a592-8e82595b791b,,,,,true,0
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-613b-7f55-8431-c8a9acd4d19c,,,,,true,1
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6140-7792-8431-84ac5dc58b6f,,,,,true,2
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6145-7181-9e97-008d4d5a3a08,,,,,true,3
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-614b-7ad8-929a-245c6cdcfbe6,,,,,true,4
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-614f-7cb9-93a0-d2e7069b8539,,,,,true,5
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6153-734e-9a16-880aff32f439,,,,,true,20
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6157-73d3-9e2f-deb919a4abb8,,,,,true,21
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-615a-7183-b3fc-01c6f5a7bcc1,,,,,true,22
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-615d-7058-80e9-f3829122e2ee,,,,,true,23
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-615f-7878-8d1e-4b648dadf032,,,,,true,24
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6162-77b5-a891-6759d0184e94,,,,,true,25
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6165-7952-9329-228363d737a6,,,,,true,26
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6168-7f6f-ae99-2b5c5ed814a3,,,,,true,27
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-616b-7647-8516-33e9c7764198,,,,,true,28
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-616e-71f1-b3e1-13393b5d4c97,,,,,true,29
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6170-7bfc-90e2-6007544c9f14,,,,,true,30
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6173-7206-b8ef-75c5bc425fc9,,,,,true,31
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6176-7ce6-841b-7067cd86823a,,,,,true,32
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6179-7241-8434-b597dbde19e3,,,,,true,33
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-617b-7836-9610-7dfabe5378f5,,,,,true,34
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-617e-7b48-802c-1e8ec209995f,,,,,true,40
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6181-7698-9840-2c7380806c64,,,,,true,41
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6184-7790-8ab3-1cf052b660f0,,,,,true,42
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6186-73bd-b186-a650b55697be,,,,,true,43
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6189-7059-91f3-6c196a7cdb3d,,,,,true,50
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-618c-7911-8db6-2f0afcb4c321,,,,,true,51
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-618e-7e08-8137-d4037f48964e,,,,,true,52
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6192-7769-b7ed-44c7322d03bc,,,,,true,53
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6195-7c34-bbd2-99fed03c9c83,,,,,true,54
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-6199-7d7e-95dd-cd660326f67f,,,,,true,55
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-619d-7a73-8b81-6c0a9b5dd401,,,,,true,56
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-61a0-7142-b01a-1dfa7f26f307,,,,,true,57
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-61a3-7544-8eda-2d0f98c9db48,,,,,true,58
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-61a6-7a3c-8378-1946a1b2fbd2,,,,,true,90
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-61a9-7c59-a24e-0bdd092e4f3a,,,,,true,91
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-61ad-7e3f-9268-2ab61cf58fc0,,,,,true,92
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-61b1-7623-a5eb-6162c662b30f,,,,,true,93
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-61b5-7043-ba7b-3476c661fbb6,,,,,true,94
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-61b7-7de7-9086-6835f46c6abc,,,,,true,95
01a01918-db27-7cf7-891e-9f203155d298,01a018fe-61ba-7885-8930-4f6f481f209a,,,,,true,996
